"x","y","z","mx","my","mz"
0.2619,0,0,0.00054784,0.78085,0.62386
0.2628,0,0,0.00035803,0.77791,0.62755
0.2637,0,0,0.00016821,0.77496,0.63125
0.2646,0,0,-2.1614e-05,0.77202,0.63494
0.2655,0,0,-0.00021143,0.76907,0.63864
0.2664,0,0,-0.00030801,0.76614,0.64204
0.2673,0,0,-0.00037796,0.76322,0.64536
0.2682,0,0,-0.00044791,0.76029,0.64868
0.2691,0,0,-0.00051785,0.75737,0.652
0.27,0,0,-0.0005878,0.75444,0.65532
0.2709,0,0,-0.00065775,0.75152,0.65864
0.2718,0,0,-0.0007277,0.74859,0.66196
0.2727,0,0,-0.00070402,0.74562,0.66534
0.2736,0,0,-0.00061217,0.7426,0.66874
0.2745,0,0,-0.00052031,0.73959,0.67215
0.2754,0,0,-0.00042846,0.73658,0.67556
0.2763,0,0,-0.00033661,0.73357,0.67897
0.2772,0,0,-0.00024475,0.73055,0.68238
0.2781,0,0,-0.0001529,0.72754,0.68579
0.279,0,0,-2.4262e-05,0.72455,0.68889
0.2799,0,0,0.0001088,0.72155,0.69195
0.2808,0,0,0.00024185,0.71856,0.69501
0.2817,0,0,0.00037491,0.71557,0.69807
0.2826,0,0,0.00045331,0.71257,0.7011
0.2835,0,0,0.00039529,0.70956,0.70408
0.2844,0,0,0.00033727,0.70655,0.70705
0.2853,0,0,0.00027924,0.70353,0.71003
0.2862,0,0,0.00022122,0.70052,0.713
0.2871,0,0,0.0001632,0.6975,0.71598
0.288,0,0,0.00010517,0.69449,0.71895
0.2889,0,0,4.7149e-05,0.69148,0.72192
0.2898,0,0,-1.0874e-05,0.68846,0.7249
0.2907,0,0,-6.8898e-05,0.68545,0.72787
0.2916,0,0,-5.3396e-05,0.68243,0.73076
0.2925,0,0,7.8222e-05,0.6794,0.7335
0.2934,0,0,0.00020984,0.67637,0.73625
0.2943,0,0,0.00034146,0.67335,0.73899
0.2952,0,0,0.00047308,0.67032,0.74173
0.2961,0,0,0.00049987,0.66727,0.74445
0.297,0,0,0.00043052,0.66419,0.74715
0.2979,0,0,0.00036117,0.66111,0.74985
0.2988,0,0,0.00029182,0.65803,0.75255
0.2997,0,0,0.00022247,0.65496,0.75525
0.3006,0,0,0.00015312,0.65188,0.75794
0.3015,0,0,8.3769e-05,0.6488,0.76064
0.3024,0,0,1.4419e-05,0.64573,0.76334
0.3033,0,0,2.3304e-05,0.64268,0.76586
0.3042,0,0,7.1563e-05,0.63964,0.7683
0.3051,0,0,0.00011982,0.63661,0.77073
0.306,0,0,0.00016808,0.63357,0.77317
0.3069,0,0,0.00021634,0.63054,0.77561
0.3078,0,0,0.0002646,0.6275,0.77804
0.3087,0,0,0.00031285,0.62447,0.78048
0.3096,0,0,0.00036111,0.62143,0.78292
0.3105,0,0,0.00040937,0.6184,0.78535
0.3114,0,0,0.00045763,0.61536,0.78779
0.3123,0,0,0.00050589,0.61233,0.79022
0.3132,0,0,0.00037746,0.60929,0.79262
0.3141,0,0,0.00021251,0.60625,0.79501
0.315,0,0,4.7555e-05,0.60321,0.7974
0.3159,0,0,-0.0001174,0.60017,0.79979
0.3168,0,0,-5.0608e-05,0.59715,0.80195
0.3177,0,0,2.8725e-05,0.59413,0.8041
0.3186,0,0,0.00010806,0.59111,0.80625
0.3195,0,0,0.00018739,0.58809,0.8084
0.3204,0,0,0.00026673,0.58506,0.81055
0.3213,0,0,0.00034606,0.58204,0.8127
0.3222,0,0,0.00042539,0.57902,0.81485
0.3231,0,0,0.00050473,0.576,0.817
0.324,0,0,0.00058406,0.57298,0.81915
0.3249,0,0,0.00055353,0.56995,0.82129
0.3258,0,0,0.00043503,0.5669,0.82341
0.3267,0,0,0.00031652,0.56386,0.82553
0.3276,0,0,0.00019801,0.56081,0.82765
0.3285,0,0,7.95e-05,0.55776,0.82977
0.3294,0,0,-3.9008e-05,0.55472,0.83189
0.3303,0,0,-6.4579e-05,0.55175,0.83377
0.3312,0,0,-8.4019e-05,0.54879,0.83563
0.3321,0,0,-0.00010346,0.54584,0.8375
0.333,0,0,-0.0001229,0.54288,0.83936
0.3339,0,0,-0.00014234,0.53992,0.84123
0.3348,0,0,-0.00016178,0.53696,0.84309
0.3357,0,0,-0.00018122,0.534,0.84496
0.3366,0,0,-0.00020066,0.53104,0.84682
0.3375,0,0,-0.0002201,0.52808,0.84869
0.3384,0,0,-0.00023954,0.52512,0.85055
0.3393,0,0,-0.00025898,0.52216,0.85242
0.3402,0,0,-0.00027842,0.5192,0.85428
0.3411,0,0,-0.00028743,0.51624,0.85615
0.342,0,0,-0.00021145,0.5132,0.85806
