"x","y","z","mx","my","mz"
0.9,0,0.0774,0.36209,-0.86826,0.33641
0.9,0,0.0776,0.36317,-0.86773,0.33662
0.9,0,0.0778,0.36424,-0.86719,0.33682
0.9,0,0.078,0.36531,-0.86665,0.33703
0.9,0,0.0782,0.36638,-0.86612,0.33723
0.9,0,0.0784,0.36745,-0.86558,0.33744
0.9,0,0.0786,0.36852,-0.86505,0.33764
0.9,0,0.0788,0.36959,-0.86451,0.33784
0.9,0,0.079,0.37067,-0.86397,0.33805
0.9,0,0.0792,0.37174,-0.86344,0.33825
0.9,0,0.0794,0.37281,-0.8629,0.33846
0.9,0,0.0796,0.37388,-0.86237,0.33866
0.9,0,0.0798,0.37495,-0.86183,0.33887
0.9,0,0.08,0.37602,-0.86129,0.33907
0.9,0,0.0802,0.3771,-0.86076,0.33928
0.9,0,0.0804,0.37817,-0.86022,0.33948
0.9,0,0.0806,0.37924,-0.85969,0.33969
0.9,0,0.0808,0.38031,-0.85915,0.33989
0.9,0,0.081,0.38138,-0.85861,0.34009
0.9,0,0.0812,0.38245,-0.85808,0.3403
0.9,0,0.0814,0.38352,-0.85754,0.3405
0.9,0,0.0816,0.3846,-0.85701,0.34071
0.9,0,0.0818,0.38567,-0.85647,0.34091
0.9,0,0.082,0.38674,-0.85593,0.34112
0.9,0,0.0822,0.38781,-0.8554,0.34132
0.9,0,0.0824,0.38888,-0.85486,0.34153
0.9,0,0.0826,0.38995,-0.85433,0.34173
0.9,0,0.0828,0.39102,-0.85379,0.34193
0.9,0,0.083,0.3921,-0.85325,0.34214
0.9,0,0.0832,0.39317,-0.85272,0.34234
0.9,0,0.0834,0.39424,-0.85218,0.34255
0.9,0,0.0836,0.39531,-0.85165,0.34275
0.9,0,0.0838,0.39638,-0.85111,0.34296
0.9,0,0.084,0.39745,-0.85057,0.34316
0.9,0,0.0842,0.39853,-0.85004,0.34337
