"x","y","z","mx","my","mz"
0.4158,0,0.1,-0.19222,0.20844,0.95877
0.4167,0,0.1,-0.19046,0.20646,0.95955
0.4176,0,0.1,-0.18871,0.20449,0.96032
0.4185,0,0.1,-0.18695,0.20252,0.9611
0.4194,0,0.1,-0.18519,0.20054,0.96188
0.4203,0,0.1,-0.18343,0.19857,0.96266
0.4212,0,0.1,-0.18168,0.19659,0.96344
0.4221,0,0.1,-0.17992,0.19469,0.96417
0.423,0,0.1,-0.17815,0.19287,0.96483
0.4239,0,0.1,-0.17638,0.19104,0.96549
0.4248,0,0.1,-0.17461,0.18922,0.96615
0.4257,0,0.1,-0.17285,0.1874,0.96681
0.4266,0,0.1,-0.17108,0.18558,0.96747
0.4275,0,0.1,-0.16931,0.18376,0.96813
0.4284,0,0.1,-0.16754,0.18193,0.96879
0.4293,0,0.1,-0.16577,0.18011,0.96945
0.4302,0,0.1,-0.16401,0.17829,0.97011
0.4311,0,0.1,-0.16224,0.17647,0.97077
0.432,0,0.1,-0.16047,0.17465,0.97143
0.4329,0,0.1,-0.15875,0.17279,0.97208
0.4338,0,0.1,-0.15712,0.17091,0.97262
0.4347,0,0.1,-0.15549,0.16903,0.97316
0.4356,0,0.1,-0.15386,0.16715,0.97371
0.4365,0,0.1,-0.15223,0.16527,0.97425
0.4374,0,0.1,-0.1506,0.16339,0.97479
0.4383,0,0.1,-0.14897,0.16151,0.97534
0.4392,0,0.1,-0.14733,0.15963,0.97588
0.4401,0,0.1,-0.1457,0.15775,0.97642
0.441,0,0.1,-0.14407,0.15587,0.97696
0.4419,0,0.1,-0.14244,0.15399,0.97751
0.4428,0,0.1,-0.14081,0.15211,0.97805
0.4437,0,0.1,-0.13918,0.15023,0.97859
0.4446,0,0.1,-0.13755,0.14835,0.97914
0.4455,0,0.1,-0.13592,0.14647,0.97968
0.4464,0,0.1,-0.13429,0.14459,0.98022
0.4473,0,0.1,-0.13266,0.14271,0.98077
0.4482,0,0.1,-0.13107,0.14087,0.98125
0.4491,0,0.1,-0.12951,0.13905,0.98171
0.45,0,0.1,-0.12794,0.13724,0.98216
0.4509,0,0.1,-0.12638,0.13542,0.98261
0.4518,0,0.1,-0.12482,0.1336,0.98306
0.4527,0,0.1,-0.12325,0.13178,0.98351
0.4536,0,0.1,-0.12169,0.12997,0.98396
0.4545,0,0.1,-0.12008,0.12822,0.98437
0.4554,0,0.1,-0.11847,0.1265,0.98477
0.4563,0,0.1,-0.11685,0.12477,0.98517
0.4572,0,0.1,-0.11524,0.12305,0.98557
0.4581,0,0.1,-0.11362,0.12132,0.98597
0.459,0,0.1,-0.11201,0.11959,0.98637
0.4599,0,0.1,-0.11039,0.11787,0.98677
